Web Search interest: hon dota
Worldwide May-Jun 2010

Interest over time
Week,hon dota
2010-05-02 - 2010-05-08,93
2010-05-09 - 2010-05-15,100
2010-05-16 - 2010-05-22,69
2010-05-23 - 2010-05-29,59
2010-05-30 - 2010-06-05,53
2010-06-06 - 2010-06-12,53
2010-06-13 - 2010-06-19,57
2010-06-20 - 2010-06-26,64
2010-06-27 - 2010-07-03,67









