Web Search interest: hon dota
Worldwide Mar-Apr 2011

Interest over time
Week,hon dota
2011-03-06 - 2011-03-12,71
2011-03-13 - 2011-03-19,83
2011-03-20 - 2011-03-26,84
2011-03-27 - 2011-04-02,100
2011-04-03 - 2011-04-09,94
2011-04-10 - 2011-04-16,88
2011-04-17 - 2011-04-23,99
2011-04-24 - 2011-04-30,89









