Web Search interest: hon dota
Worldwide Sep-Oct 2010

Interest over time
Week,hon dota
2010-09-05 - 2010-09-11,83
2010-09-12 - 2010-09-18,61
2010-09-19 - 2010-09-25,60
2010-09-26 - 2010-10-02,74
2010-10-03 - 2010-10-09,80
2010-10-10 - 2010-10-16,96
2010-10-17 - 2010-10-23,87
2010-10-24 - 2010-10-30,77
2010-10-31 - 2010-11-06,100









