Web Search interest: hon dota
Worldwide Sep-Oct 2014

Interest over time
Week,hon dota
2014-09-07 - 2014-09-13,89
2014-09-14 - 2014-09-20,75
2014-09-21 - 2014-09-27,93
2014-09-28 - 2014-10-04,100
2014-10-05 - 2014-10-11,86
2014-10-12 - 2014-10-18,81
2014-10-19 - 2014-10-25,60
2014-10-26 - 2014-11-01,80









