Web Search interest: hon dota
Worldwide Jan-Feb 2010

Interest over time
Week,hon dota
2010-01-03 - 2010-01-09,80
2010-01-10 - 2010-01-16,83
2010-01-17 - 2010-01-23,87
2010-01-24 - 2010-01-30,76
2010-01-31 - 2010-02-06,68
2010-02-07 - 2010-02-13,68
2010-02-14 - 2010-02-20,97
2010-02-21 - 2010-02-27,96
2010-02-28 - 2010-03-06,100









