Estonia,0
Canada,63
Peru,107
Mexico,94
New Zealand,54
Denmark,89
United States,42
Iceland,9
China,30
Georgia,62
Belarus,609
United Kingdom,91
Montenegro,154
Italy,383
United Arab Emirates,81
Indonesia,221
Portugal,633
Belgium,45
Romania,82
India,10
Slovenia,255
Ireland,75
Uruguay,27
Moldova,14
Vietnam,0
Japan,92
Malta,439
Ecuador,58
Australia,232
Turkey,356
Latvia,135
Finland,500
Serbia,19
South Korea,179
Kosovo,126
Sweden,72
Thailand,505
Ukraine,91
Croatia,106
Israel,0
The Netherlands,118
