China,0
New Zealand,225
Germany,192
Latvia,2
France,510
Belgium,127
Mexico,131
Bulgaria,379
Vietnam,60
Estonia,112
Canada,428
Peru,49
Indonesia,157
Finland,50
United States,1
Portugal,67
Japan,85
Ecuador,54
Australia,450
Moldova,99
Philippines,2
Ireland,26
Paraguay,71
Montenegro,64
Chile,245
Sweden,101
Colombia,66
Switzerland,75
United Arab Emirates,200
India,477
Croatia,44
Serbia,24
Uruguay,204
Malta,190
Iceland,99
Denmark,134
Bolivia,44
Russia,251
Kosovo,623
Austria,96
Argentina,39
The Netherlands,0
Norway,97
