New Zealand,0
Argentina,222
Belgium,228
South Korea,577
Moldova,706
India,61
United Kingdom,30
Venezuela,365
Canada,85
China,751
Mexico,609
Thailand,337
Australia,929
Russia,365
Malta,391
Peru,813
United States,277
Uruguay,605
San Marino,1005
Paraguay,46
Turkey,184
Ecuador,1
Croatia,414
Romania,532
Bolivia,255
Macedonia,16
Hungary,101
Philippines,119
Colombia,159
Brasil,37
Austria,721
Montenegro,238
Sweden,52
Indonesia,0
Switzerland,28
