Australia,0
The Netherlands,164
Argentina,30
Turkey,1255
Chile,59
China,78
Uruguay,237
Peru,407
Poland,823
Canada,161
Hungary,707
Italy,390
Spain,859
United States,318
Portugal,197
Georgia,167
Croatia,536
Mexico,281
Belarus,160
Malta,405
Slovakia,43
Macedonia,172
Colombia,70
Israel,32
Brasil,430
New Zealand,497
Austria,138
Serbia,71
Norway,971
Romania,442
Bolivia,146
Kosovo,99
Slovenia,668
United Arab Emirates,55
France,340
Ireland,4
Russia,179
San Marino,989
India,297
Belgium,0
Switzerland,138
