Web Search interest: lol
Worldwide Sep-Oct 2009

Interest over time
Day,lol
2009-09-01,63
2009-09-02,67
2009-09-03,62
2009-09-04,63
2009-09-05,80
2009-09-06,83
2009-09-07,56
2009-09-08,60
2009-09-09,66
2009-09-10,66
2009-09-11,72
2009-09-12,100
2009-09-13,93
2009-09-14,67
2009-09-15,70
2009-09-16,67
2009-09-17,68
2009-09-18,71
2009-09-19,84
2009-09-20,79
2009-09-21,61
2009-09-22,66
2009-09-23,64
2009-09-24,63
2009-09-25,65
2009-09-26,77
2009-09-27,79
2009-09-28,59
2009-09-29,61
2009-09-30,62
2009-10-01,55
2009-10-02,66
2009-10-03,73
2009-10-04,72
2009-10-05,57
2009-10-06,56
2009-10-07,67
2009-10-08,57
2009-10-09,62
2009-10-10,74
2009-10-11,76
2009-10-12,59
2009-10-13,58
2009-10-14,60
2009-10-15,60
2009-10-16,63
2009-10-17,74
2009-10-18,70
2009-10-19,61
2009-10-20,58
2009-10-21,59
2009-10-22,59
2009-10-23,57
2009-10-24,67
2009-10-25,71
2009-10-26,59
2009-10-27,58
2009-10-28,58
2009-10-29,60
2009-10-30,62
2009-10-31,62


Top regions for lol
Region,lol
France,100
Australia,64
Canada,44
United States,44
Germany,43
Poland,40
United Kingdom,37
Spain,22


Top cities for lol
Town/City,lol
Marseilles (France),100
Courbevoie (France),88
Paris (France),67
Vienna (Austria),49
Lisbon (Portugal),46
Washington (United States),43
Brussels (Belgium),40
Atlanta (United States),40
Toronto (Canada),36
Los Angeles (United States),33
Warsaw (Poland),33
New York (United States),31
Amsterdam (Netherlands),27
Frankfurt (Germany),27
London (United Kingdom),24



Top searches for lol
lol face,100
lol smiley,95
lol smiley face,90
lol cats,80
cats,80
lol lyrics,65
streaming lol,35
lol en streaming,25
lol que,25
lol cat,20
video lol,15
lol games,15
lol torrent,15
que significa lol,10
trey songz lol,10
trey songz,10
lol song,10
lol meaning,10
4 lol,10
lol mean,10
what is lol,10
league of legends,10
lol game,10
lol wiki,10
lol wikipedia,10
musique lol,10
dvd lol,10
lol internet,10
rofl,10
lol pics,5
lol movie,5
lol dogs,5
lol wut,5
omg,5
lol means,5
lol catz,5
lol megaupload,5
lmao,5
little sister lol,5
wtf,5
lolcats,5
meaning of lol,5
mdr,5



Rising searches for lol
lol europe,Breakout
league of legends,+200%
little sister lol,+110%
musique lol,+90%
lol smiley,+80%
lol smiley face,+80%
lol face,+70%
mdr,+50%
soulja boy,+40%



