Web Search interest: lol
Worldwide Jan-Feb 2010

Interest over time
Day,lol
2010-01-01,91
2010-01-02,82
2010-01-03,78
2010-01-04,70
2010-01-05,68
2010-01-06,68
2010-01-07,73
2010-01-08,79
2010-01-09,79
2010-01-10,84
2010-01-11,67
2010-01-12,71
2010-01-13,72
2010-01-14,73
2010-01-15,81
2010-01-16,88
2010-01-17,88
2010-01-18,70
2010-01-19,75
2010-01-20,70
2010-01-21,76
2010-01-22,75
2010-01-23,85
2010-01-24,86
2010-01-25,69
2010-01-26,70
2010-01-27,68
2010-01-28,74
2010-01-29,75
2010-01-30,84
2010-01-31,89
2010-02-01,75
2010-02-02,72
2010-02-03,76
2010-02-04,78
2010-02-05,78
2010-02-06,87
2010-02-07,84
2010-02-08,74
2010-02-09,74
2010-02-10,75
2010-02-11,76
2010-02-12,78
2010-02-13,96
2010-02-14,91
2010-02-15,75
2010-02-16,77
2010-02-17,73
2010-02-18,77
2010-02-19,93
2010-02-20,100
2010-02-21,98
2010-02-22,79
2010-02-23,76
2010-02-24,82
2010-02-25,82
2010-02-26,86
2010-02-27,91
2010-02-28,86


Top regions for lol
Region,lol
France,100
Australia,59
Canada,48
Poland,44
United Kingdom,43
Germany,39
United States,37
Spain,28


Top cities for lol
Town/City,lol
Marseilles (France),100
Courbevoie (France),97
Paris (France),75
Oslo (Norway),70
Lisbon (Portugal),60
Brussels (Belgium),46
Toronto (Canada),42
Warsaw (Poland),36
New York (United States),33
Los Angeles (United States),33
Amsterdam (Netherlands),31
Frankfurt (Germany),30
London (United Kingdom),28
Mexico City (Mexico),24
Milpitas (United States),23



Top searches for lol
lol cats,100
league of legends,60
lol facebook,55
lol face,55
lol streaming,50
lol que,40
lol en streaming,35
lol smiley face,35
lol cat,35
lol download,30
lol europe,30
lol 2,30
lol meaning,30
lol online,25
lol games,25
que significa lol,25
what is lol,20
lol game,20
lol wiki,20
torrent lol,15
otv lol,15
lol wikipedia,15
4 lol,15
lol pictures,15
lmao,15
lol internet,10
lol megaupload,10
rofl,10
meaning of lol,10
significado lol,10
musique lol,10
lol pics,10
lol means,10
wow lol,10
lol wut,10
lol forum,10
wtf,10
mdr,10
mdr lol,10
my face lol,10
lolcats,10
lol catz,10
family guy lol,10
planete lol,10



Rising searches for lol
otv lol,+250%
lol europe,+80%
lol eu,+70%
lol forum,+60%
league of legends,+50%
lol fb,+50%
lol wiki,+40%



