Web Search interest: lol
Worldwide Mar-Apr 2011

Interest over time
Day,lol
2011-03-01,49
2011-03-02,49
2011-03-03,47
2011-03-04,48
2011-03-05,57
2011-03-06,54
2011-03-07,45
2011-03-08,47
2011-03-09,46
2011-03-10,45
2011-03-11,46
2011-03-12,51
2011-03-13,51
2011-03-14,42
2011-03-15,46
2011-03-16,59
2011-03-17,45
2011-03-18,47
2011-03-19,53
2011-03-20,53
2011-03-21,45
2011-03-22,48
2011-03-23,45
2011-03-24,44
2011-03-25,50
2011-03-26,58
2011-03-27,56
2011-03-28,51
2011-03-29,51
2011-03-30,53
2011-03-31,48
2011-04-01,59
2011-04-02,59
2011-04-03,57
2011-04-04,47
2011-04-05,50
2011-04-06,48
2011-04-07,46
2011-04-08,51
2011-04-09,60
2011-04-10,69
2011-04-11,48
2011-04-12,69
2011-04-13,55
2011-04-14,62
2011-04-15,54
2011-04-16,66
2011-04-17,60
2011-04-18,52
2011-04-19,52
2011-04-20,50
2011-04-21,52
2011-04-22,56
2011-04-23,60
2011-04-24,63
2011-04-25,53
2011-04-26,57
2011-04-27,57
2011-04-28,51
2011-04-29,100
2011-04-30,76


Top regions for lol
Region,lol
Hong Kong,100
Norway,98
Greece,86
Denmark,84
Poland,84
Sweden,80
Philippines,68
Portugal,63
Australia,53
Taiwan,53
France,49
Canada,49
Germany,47
Finland,45
Belgium,44
Austria,42
Hungary,41
Malaysia,35
Chile,34
United Kingdom,33
Netherlands,32
United States,31
Spain,30
Romania,28
Russia,27
Mexico,23
Argentina,21
Brazil,21
Italy,20
India,16
Japan,8
Turkey,7


Top cities for lol
Town/City,lol
Poznan (Poland),100
Cracow (Poland),98
Athens (Greece),80
Manila (Philippines),68
Warsaw (Poland),64
Lyon (France),56
Singapore (Singapore),53
Hamburg (Germany),46
Berlin (Germany),42
Munich (Germany),39
Paris (France),38
Toronto (Canada),35
San Francisco (United States),33
Los Angeles (United States),33
Barcelona (Spain),32



Top searches for lol
lol lol,100
limewire,5
limewire lol,5
league of legends,5
lol guide,0
build lol,0
lol download,0
wiki lol,0
lol youtube,0
lol cats,0
lol cam,0
lol game,0
lol online,0
lol face,0
que significa lol,0
eu lol,0
lol champion,0
lol games,0
the lol cam,0
what is lol,0
lol meaning,0
league of legend,0
nocturne lol,0
lol streaming,0
lol champions,0
skins lol,0
brand lol,0
nocturne,0
skin lol,0
lol guy,0
lol cat,0
lol mean,0
omg,0
lol europe,0
damn lol,0
lol omg,0
lol patch,0
lol forum,0
lol wow,0
mobafire,0
lol items,0
lol replay,0
mobafire lol,0
lol mac,0
family guy lol,0



Rising searches for lol
brand lol,Breakout
nocturne,Breakout
nocturne lol,Breakout
rebecca black lol,Breakout
damn lol,+400%
lol replay,+170%
mobafire,+70%
mobafire lol,+60%
lol omg,+50%
omg,+50%



