New Zealand,0
Australia,43
Greece,4
Poland,53
Malta,268
Uruguay,242
Estonia,47
China,98
Montenegro,3
United States,229
Mexico,20
Japan,80
Ecuador,403
Latvia,26
Bulgaria,26
Ukraine,168
Spain,514
Russia,42
Denmark,13
Iceland,42
Canada,198
United Kingdom,65
Bolivia,314
Venezuela,34
Peru,88
Belarus,98
Argentina,24
Philippines,228
Romania,117
Serbia,7
Indonesia,13
Kosovo,79
Georgia,54
Moldova,543
Germany,145
Slovakia,564
Chile,34
United Arab Emirates,0
Brasil,300
