New Zealand,0
Chile,226
Indonesia,33
Uruguay,50
United Arab Emirates,18
Peru,46
Romania,216
Canada,505
United States,36
Italy,104
Greece,150
Ecuador,817
Denmark,91
Philippines,283
Japan,64
Colombia,1
Ireland,180
Moldova,9
Luxembourg,263
Bulgaria,111
Mexico,0
Lithuania,27
Malta,62
Australia,100
Belgium,60
United Kingdom,68
Georgia,326
Israel,56
Iceland,118
Vietnam,160
Sweden,13
San Marino,367
Spain,180
China,98
Paraguay,34
South Korea,681
Croatia,7
Latvia,3
Thailand,90
Montenegro,0
The Netherlands,26
