Web Search interest: strife
Worldwide Mar-Apr 2010

Interest over time
Day,strife
2010-03-01,66
2010-03-02,78
2010-03-03,61
2010-03-04,45
2010-03-05,56
2010-03-06,60
2010-03-07,62
2010-03-08,64
2010-03-09,66
2010-03-10,54
2010-03-11,56
2010-03-12,66
2010-03-13,69
2010-03-14,73
2010-03-15,68
2010-03-16,53
2010-03-17,62
2010-03-18,93
2010-03-19,62
2010-03-20,72
2010-03-21,71
2010-03-22,66
2010-03-23,55
2010-03-24,52
2010-03-25,62
2010-03-26,71
2010-03-27,62
2010-03-28,75
2010-03-29,59
2010-03-30,57
2010-03-31,57
2010-04-01,71
2010-04-02,86
2010-04-03,100
2010-04-04,67
2010-04-05,52
2010-04-06,61
2010-04-07,58
2010-04-08,88
2010-04-09,46
2010-04-10,58
2010-04-11,83
2010-04-12,67
2010-04-13,61
2010-04-14,56
2010-04-15,71
2010-04-16,55
2010-04-17,56
2010-04-18,62
2010-04-19,66
2010-04-20,55
2010-04-21,61
2010-04-22,62
2010-04-23,46
2010-04-24,75
2010-04-25,58
2010-04-26,56
2010-04-27,48
2010-04-28,43
2010-04-29,59
2010-04-30,64



Top searches for strife
cloud strife,100






