Web Search interest: strife
Worldwide Sep-Oct 2009

Interest over time
Day,strife
2009-09-01,0
2009-09-02,49
2009-09-03,50
2009-09-04,64
2009-09-05,84
2009-09-06,79
2009-09-07,64
2009-09-08,69
2009-09-09,55
2009-09-10,54
2009-09-11,52
2009-09-12,75
2009-09-13,84
2009-09-14,51
2009-09-15,44
2009-09-16,58
2009-09-17,60
2009-09-18,64
2009-09-19,81
2009-09-20,90
2009-09-21,67
2009-09-22,52
2009-09-23,64
2009-09-24,46
2009-09-25,55
2009-09-26,66
2009-09-27,82
2009-09-28,51
2009-09-29,65
2009-09-30,51
2009-10-01,57
2009-10-02,63
2009-10-03,69
2009-10-04,100
2009-10-05,56
2009-10-06,54
2009-10-07,48
2009-10-08,59
2009-10-09,69
2009-10-10,67
2009-10-11,67
2009-10-12,59
2009-10-13,75
2009-10-14,61
2009-10-15,71
2009-10-16,54
2009-10-17,96
2009-10-18,75
2009-10-19,63
2009-10-20,45
2009-10-21,58
2009-10-22,61
2009-10-23,46
2009-10-24,57
2009-10-25,74
2009-10-26,72
2009-10-27,49
2009-10-28,49
2009-10-29,64
2009-10-30,68
2009-10-31,72



Top searches for strife
cloud strife,100
cloud,95






