Web Search interest: strife
Worldwide Jul-Aug 2010

Interest over time
Day,strife
2010-07-01,50
2010-07-02,50
2010-07-03,51
2010-07-04,56
2010-07-05,44
2010-07-06,44
2010-07-07,44
2010-07-08,44
2010-07-09,49
2010-07-10,65
2010-07-11,59
2010-07-12,59
2010-07-13,38
2010-07-14,48
2010-07-15,53
2010-07-16,60
2010-07-17,62
2010-07-18,72
2010-07-19,49
2010-07-20,40
2010-07-21,53
2010-07-22,51
2010-07-23,57
2010-07-24,49
2010-07-25,53
2010-07-26,50
2010-07-27,48
2010-07-28,56
2010-07-29,59
2010-07-30,56
2010-07-31,58
2010-08-01,60
2010-08-02,41
2010-08-03,46
2010-08-04,52
2010-08-05,55
2010-08-06,52
2010-08-07,100
2010-08-08,79
2010-08-09,55
2010-08-10,69
2010-08-11,49
2010-08-12,45
2010-08-13,46
2010-08-14,49
2010-08-15,46
2010-08-16,46
2010-08-17,57
2010-08-18,53
2010-08-19,48
2010-08-20,57
2010-08-21,58
2010-08-22,63
2010-08-23,39
2010-08-24,50
2010-08-25,55
2010-08-26,49
2010-08-27,49
2010-08-28,50
2010-08-29,60
2010-08-30,37
2010-08-31,37



Top searches for strife
cloud strife,100






