Web Search interest: strife
Worldwide Mar-Apr 2009

Interest over time
Day,strife
2009-03-01,90
2009-03-02,52
2009-03-03,55
2009-03-04,63
2009-03-05,46
2009-03-06,52
2009-03-07,52
2009-03-08,52
2009-03-09,52
2009-03-10,54
2009-03-11,56
2009-03-12,46
2009-03-13,58
2009-03-14,0
2009-03-15,0
2009-03-16,0
2009-03-17,0
2009-03-18,0
2009-03-19,71
2009-03-20,62
2009-03-21,62
2009-03-22,63
2009-03-23,64
2009-03-24,53
2009-03-25,48
2009-03-26,46
2009-03-27,54
2009-03-28,62
2009-03-29,71
2009-03-30,79
2009-03-31,45
2009-04-01,57
2009-04-02,69
2009-04-03,58
2009-04-04,67
2009-04-05,100
2009-04-06,47
2009-04-07,63
2009-04-08,57
2009-04-09,56
2009-04-10,56
2009-04-11,57
2009-04-12,57
2009-04-13,58
2009-04-14,74
2009-04-15,90
2009-04-16,56
2009-04-17,57
2009-04-18,59
2009-04-19,60
2009-04-20,62
2009-04-21,60
2009-04-22,62
2009-04-23,63
2009-04-24,65
2009-04-25,67
2009-04-26,68
2009-04-27,56
2009-04-28,47
2009-04-29,45
2009-04-30,0



Top searches for strife
cloud,100
cloud strife,100






