Web Search interest: strife
Worldwide Jul-Aug 2009

Interest over time
Day,strife
2009-07-01,52
2009-07-02,59
2009-07-03,58
2009-07-04,80
2009-07-05,69
2009-07-06,69
2009-07-07,54
2009-07-08,70
2009-07-09,56
2009-07-10,68
2009-07-11,82
2009-07-12,61
2009-07-13,61
2009-07-14,56
2009-07-15,73
2009-07-16,69
2009-07-17,68
2009-07-18,88
2009-07-19,55
2009-07-20,55
2009-07-21,55
2009-07-22,68
2009-07-23,81
2009-07-24,94
2009-07-25,97
2009-07-26,100
2009-07-27,59
2009-07-28,83
2009-07-29,56
2009-07-30,56
2009-07-31,82
2009-08-01,78
2009-08-02,71
2009-08-03,56
2009-08-04,69
2009-08-05,70
2009-08-06,72
2009-08-07,73
2009-08-08,75
2009-08-09,77
2009-08-10,59
2009-08-11,70
2009-08-12,60
2009-08-13,89
2009-08-14,74
2009-08-15,76
2009-08-16,77
2009-08-17,53
2009-08-18,63
2009-08-19,65
2009-08-20,71
2009-08-21,61
2009-08-22,69
2009-08-23,80
2009-08-24,49
2009-08-25,49
2009-08-26,56
2009-08-27,62
2009-08-28,69
2009-08-29,76
2009-08-30,83
2009-08-31,56



Top searches for strife
cloud,100
cloud strife,100






