Web Search interest: lol team
Worldwide Mar-Apr 2012

Interest over time
Day,lol team
2012-03-01,57
2012-03-02,63
2012-03-03,70
2012-03-04,76
2012-03-05,54
2012-03-06,84
2012-03-07,93
2012-03-08,82
2012-03-09,74
2012-03-10,87
2012-03-11,96
2012-03-12,72
2012-03-13,72
2012-03-14,72
2012-03-15,72
2012-03-16,72
2012-03-17,72
2012-03-18,72
2012-03-19,57
2012-03-20,57
2012-03-21,57
2012-03-22,57
2012-03-23,52
2012-03-24,52
2012-03-25,52
2012-03-26,52
2012-03-27,52
2012-03-28,53
2012-03-29,54
2012-03-30,62
2012-03-31,70
2012-04-01,77
2012-04-02,85
2012-04-03,57
2012-04-04,57
2012-04-05,72
2012-04-06,100
2012-04-07,93
2012-04-08,77
2012-04-09,62
2012-04-10,71
2012-04-11,87
2012-04-12,75
2012-04-13,67
2012-04-14,82
2012-04-15,98
2012-04-16,79
2012-04-17,51
2012-04-18,63
2012-04-19,54
2012-04-20,58
2012-04-21,72
2012-04-22,85
2012-04-23,55
2012-04-24,59
2012-04-25,56
2012-04-26,60
2012-04-27,70
2012-04-28,90
2012-04-29,75
2012-04-30,63









