Web Search interest: lol top
Worldwide Sep-Oct 2012

Interest over time
Day,lol top
2012-09-01,79
2012-09-02,69
2012-09-03,60
2012-09-04,55
2012-09-05,56
2012-09-06,42
2012-09-07,75
2012-09-08,83
2012-09-09,83
2012-09-10,54
2012-09-11,65
2012-09-12,65
2012-09-13,68
2012-09-14,55
2012-09-15,87
2012-09-16,88
2012-09-17,52
2012-09-18,55
2012-09-19,53
2012-09-20,58
2012-09-21,89
2012-09-22,100
2012-09-23,82
2012-09-24,69
2012-09-25,54
2012-09-26,64
2012-09-27,64
2012-09-28,57
2012-09-29,77
2012-09-30,62
2012-10-01,46
2012-10-02,49
2012-10-03,79
2012-10-04,57
2012-10-05,68
2012-10-06,92
2012-10-07,76
2012-10-08,68
2012-10-09,61
2012-10-10,63
2012-10-11,60
2012-10-12,93
2012-10-13,80
2012-10-14,87
2012-10-15,70
2012-10-16,71
2012-10-17,64
2012-10-18,74
2012-10-19,78
2012-10-20,95
2012-10-21,81
2012-10-22,78
2012-10-23,71
2012-10-24,54
2012-10-25,65
2012-10-26,92
2012-10-27,94
2012-10-28,91
2012-10-29,71
2012-10-30,68
2012-10-31,62



Top searches for lol top
top 5 lol,100
lol counter,70






