Web Search interest: lol top
Worldwide Jan-Feb 2012

Interest over time
Day,lol top
2012-01-01,0
2012-01-02,0
2012-01-03,66
2012-01-04,68
2012-01-05,69
2012-01-06,71
2012-01-07,72
2012-01-08,55
2012-01-09,55
2012-01-10,55
2012-01-11,83
2012-01-12,81
2012-01-13,81
2012-01-14,81
2012-01-15,81
2012-01-16,60
2012-01-17,80
2012-01-18,63
2012-01-19,55
2012-01-20,57
2012-01-21,81
2012-01-22,54
2012-01-23,54
2012-01-24,59
2012-01-25,81
2012-01-26,71
2012-01-27,71
2012-01-28,71
2012-01-29,100
2012-01-30,74
2012-01-31,57
2012-02-01,58
2012-02-02,58
2012-02-03,57
2012-02-04,75
2012-02-05,88
2012-02-06,80
2012-02-07,57
2012-02-08,69
2012-02-09,55
2012-02-10,55
2012-02-11,87
2012-02-12,76
2012-02-13,57
2012-02-14,58
2012-02-15,62
2012-02-16,54
2012-02-17,60
2012-02-18,66
2012-02-19,70
2012-02-20,64
2012-02-21,56
2012-02-22,53
2012-02-23,59
2012-02-24,66
2012-02-25,72
2012-02-26,78
2012-02-27,61
2012-02-28,56
2012-02-29,65









