Web Search interest: lol top
Worldwide May-Jun 2015

Interest over time
Day,lol top
2015-05-01,84
2015-05-02,100
2015-05-03,84
2015-05-04,67
2015-05-05,71
2015-05-06,58
2015-05-07,71
2015-05-08,69
2015-05-09,94
2015-05-10,95
2015-05-11,80
2015-05-12,64
2015-05-13,71
2015-05-14,80
2015-05-15,78
2015-05-16,86
2015-05-17,87
2015-05-18,74
2015-05-19,69
2015-05-20,63
2015-05-21,69
2015-05-22,63
2015-05-23,97
2015-05-24,84
2015-05-25,66
2015-05-26,75
2015-05-27,57
2015-05-28,75
2015-05-29,69
2015-05-30,80
2015-05-31,92
2015-06-01,59
2015-06-02,60
2015-06-03,62
2015-06-04,73
2015-06-05,66
2015-06-06,96
2015-06-07,79
2015-06-08,76
2015-06-09,75
2015-06-10,60
2015-06-11,69
2015-06-12,69
2015-06-13,76
2015-06-14,80
2015-06-15,68
2015-06-16,66
2015-06-17,71
2015-06-18,58
2015-06-19,67
2015-06-20,72
2015-06-21,84
2015-06-22,80
2015-06-23,76
2015-06-24,83
2015-06-25,59
2015-06-26,74
2015-06-27,88
2015-06-28,86
2015-06-29,72
2015-06-30,80




Top cities for lol top
Town/City,lol top
Hanoi (Vietnam),100



Top searches for lol top
top tier lol,100
lol top champions,75
lol counter,70
lol top laners,25






