Canada,0
Kosovo,82
New Zealand,278
Sweden,214
Mexico,290
Israel,144
Estonia,74
Thailand,59
Latvia,88
Philippines,339
South Korea,107
United States,13
Indonesia,2
Poland,139
Paraguay,56
Colombia,75
Vietnam,108
Georgia,521
Bulgaria,267
Ecuador,77
The Netherlands,125
Australia,62
India,699
Slovakia,161
United Arab Emirates,2
Romania,365
Moldova,220
Brasil,29
Switzerland,923
Argentina,95
Belgium,211
Venezuela,101
Ukraine,148
United Kingdom,448
China,136
Luxembourg,39
France,63
Bolivia,18
Japan,0
Lithuania,197
