Peru,0
Canada,558
Colombia,225
New Zealand,303
Austria,77
Australia,326
Uruguay,80
China,201
Moldova,363
Paraguay,65
Thailand,145
Macedonia,344
India,428
Slovakia,93
United States,57
Poland,47
Indonesia,2
Vietnam,163
Japan,102
The Netherlands,40
Belarus,87
Ecuador,249
Romania,104
Russia,83
Turkey,45
Philippines,261
Luxembourg,31
Mexico,301
Chile,205
Bolivia,109
Kosovo,5
Malta,105
Spain,30
Argentina,128
France,143
Brasil,114
Greece,380
San Marino,23
Croatia,87
Sweden,0
Denmark,81
