Lithuania,0
Canada,49
United States,14
Brasil,273
Mexico,94
Bulgaria,15
Ecuador,12
Russia,9
Australia,20
Argentina,137
Denmark,92
Chile,61
Venezuela,77
New Zealand,88
Poland,307
Peru,5
Macedonia,58
Belgium,5
Vietnam,26
San Marino,12
Moldova,13
Spain,15
Bolivia,116
Paraguay,69
Romania,12
Portugal,77
Japan,22
India,8
United Kingdom,24
Uruguay,38
Slovenia,125
Norway,16
Greece,55
Hungary,10
Germany,13
Estonia,66
Belarus,7
Colombia,0
Austria,28
