Vietnam,0
New Zealand,611
Portugal,80
Belarus,524
Mexico,127
Australia,16
Canada,89
Denmark,18
Philippines,39
Spain,49
Paraguay,325
Malta,265
Lithuania,306
Bulgaria,300
United Arab Emirates,839
Venezuela,165
Latvia,12
Indonesia,634
Switzerland,529
Slovakia,153
United States,92
Brasil,329
Colombia,1029
Poland,20
Israel,77
Moldova,408
Germany,127
United Kingdom,517
Japan,54
Thailand,112
Kosovo,200
India,190
Ireland,82
Macedonia,513
Croatia,156
The Netherlands,43
Norway,84
Estonia,90
Ukraine,561
China,335
Finland,55
Chile,297
Luxembourg,0
South Korea,279
