Web Search interest: lol tsm
Worldwide Sep-Oct 2012

Interest over time
Week,lol tsm
2012-09-02 - 2012-09-08,65
2012-09-09 - 2012-09-15,29
2012-09-16 - 2012-09-22,28
2012-09-23 - 2012-09-29,28
2012-09-30 - 2012-10-06,100
2012-10-07 - 2012-10-13,67
2012-10-14 - 2012-10-20,36
2012-10-21 - 2012-10-27,34
2012-10-28 - 2012-11-03,28









