Web Search interest: lol tsm
Worldwide Jul-Aug 2012

Interest over time
Week,lol tsm
2012-07-01 - 2012-07-07,51
2012-07-08 - 2012-07-14,66
2012-07-15 - 2012-07-21,58
2012-07-22 - 2012-07-28,77
2012-07-29 - 2012-08-04,82
2012-08-05 - 2012-08-11,89
2012-08-12 - 2012-08-18,100
2012-08-19 - 2012-08-25,58
2012-08-26 - 2012-09-01,93









