Web Search interest: lol tsm
Worldwide May-Jun 2012

Interest over time
Week,lol tsm
2012-05-06 - 2012-05-12,56
2012-05-13 - 2012-05-19,61
2012-05-20 - 2012-05-26,64
2012-05-27 - 2012-06-02,76
2012-06-03 - 2012-06-09,71
2012-06-10 - 2012-06-16,100
2012-06-17 - 2012-06-23,66
2012-06-24 - 2012-06-30,54









