New Zealand,0
United States,56
Philippines,12
Latvia,20
Norway,6
The Netherlands,8
India,60
Denmark,66
Ecuador,161
Colombia,1
San Marino,12
Mexico,30
Croatia,0
Uruguay,16
Iceland,5
China,16
Germany,3
Venezuela,19
United Kingdom,2
Vietnam,41
Israel,34
Australia,0
Chile,4
Moldova,21
Kosovo,21
Portugal,32
Indonesia,38
Peru,1
Paraguay,15
Belgium,9
France,110
United Arab Emirates,11
Montenegro,46
Greece,19
Brasil,20
Ukraine,5
Argentina,26
Lithuania,25
Bolivia,10
South Korea,0
Canada,15
