Australia,0
Slovakia,12
Belarus,200
Lithuania,34
Poland,211
Uruguay,350
United States,120
Philippines,214
India,221
Mexico,10
Montenegro,221
New Zealand,458
Peru,205
Austria,283
Greece,76
Israel,58
Turkey,66
Vietnam,202
Ukraine,422
Sweden,177
Denmark,97
United Kingdom,165
Norway,291
Chile,101
Canada,53
Germany,13
Hungary,56
Thailand,245
Belgium,132
Brasil,324
Georgia,192
Slovenia,499
Japan,74
South Korea,133
Finland,114
Iceland,740
Paraguay,204
Switzerland,129
Croatia,102
Luxembourg,333
Bulgaria,574
Spain,0
The Netherlands,8
