Japan,0
Ukraine,394
Estonia,57
Montenegro,29
United Arab Emirates,86
Mexico,245
Uruguay,477
Australia,136
United States,190
Indonesia,280
Chile,18
Germany,324
San Marino,151
Brasil,127
Paraguay,85
Spain,286
Denmark,280
The Netherlands,33
Greece,241
Vietnam,169
Venezuela,69
Italy,9
Colombia,242
Belarus,239
India,172
Georgia,26
France,898
Serbia,15
Turkey,137
Austria,186
Switzerland,62
Argentina,1394
Slovakia,271
Sweden,70
United Kingdom,145
Bulgaria,152
New Zealand,139
Belgium,172
Thailand,0
Lithuania,458
