Mexico,0
Israel,334
Argentina,582
India,496
United States,163
New Zealand,374
Poland,63
Australia,702
Hungary,20
Indonesia,3
Vietnam,750
The Netherlands,181
Germany,144
Canada,72
United Arab Emirates,85
Russia,237
Ukraine,142
Switzerland,31
Ecuador,20
Malta,81
Venezuela,293
Latvia,92
Norway,83
Belgium,60
Luxembourg,34
Montenegro,505
Serbia,158
Portugal,23
Peru,831
Belarus,18
Chile,1097
Lithuania,66
Austria,223
Brasil,9
Thailand,13
South Korea,162
Slovenia,2
Japan,90
Uruguay,50
Sweden,245
Romania,0
Georgia,8
