New Zealand,0
Kosovo,311
Peru,103
South Korea,620
Mexico,133
Canada,2
Portugal,208
Venezuela,506
Romania,316
Croatia,50
Moldova,270
Bolivia,237
United Arab Emirates,177
Georgia,537
Malta,483
Philippines,96
Chile,95
Ukraine,50
United States,8
Germany,79
Hungary,475
Russia,328
Turkey,289
Austria,101
Uruguay,49
Japan,277
India,913
San Marino,398
Sweden,91
Ireland,247
China,335
Indonesia,145
Estonia,159
Montenegro,112
Vietnam,0
Israel,3
