Web Search interest: team empire
Worldwide Mar-Apr 2015

Interest over time
Week,team empire
2015-03-01 - 2015-03-07,100
2015-03-08 - 2015-03-14,93
2015-03-15 - 2015-03-21,97
2015-03-22 - 2015-03-28,92
2015-03-29 - 2015-04-04,98
2015-04-05 - 2015-04-11,79
2015-04-12 - 2015-04-18,93
2015-04-19 - 2015-04-25,61
2015-04-26 - 2015-05-02,72









