Web Search interest: hon dota 2
Worldwide Sep-Oct 2011

Interest over time
Week,hon dota 2
2011-09-04 - 2011-09-10,100
2011-09-11 - 2011-09-17,78
2011-09-18 - 2011-09-24,69
2011-09-25 - 2011-10-01,76
2011-10-02 - 2011-10-08,71
2011-10-09 - 2011-10-15,78
2011-10-16 - 2011-10-22,87
2011-10-23 - 2011-10-29,58
2011-10-30 - 2011-11-05,98









