China,0
Canada,700
France,1365
Poland,21
Mexico,569
Indonesia,350
Romania,469
Australia,156
Ireland,449
Serbia,14
India,367
Venezuela,85
Greece,295
Ukraine,161
Brasil,52
Kosovo,728
Estonia,1893
Bulgaria,135
Georgia,33
New Zealand,581
Iceland,347
Hungary,58
Finland,668
Norway,400
Peru,143
Bolivia,176
Slovakia,510
South Korea,111
Slovenia,118
Sweden,878
Portugal,926
Latvia,434
Lithuania,68
Argentina,28
Japan,199
Uruguay,104
Ecuador,906
Belarus,571
Belgium,131
Philippines,0
Paraguay,297
