United States,0
Mexico,637
Indonesia,412
Estonia,857
Kosovo,10
New Zealand,262
Georgia,624
United Kingdom,110
Australia,140
India,832
Brasil,1362
Argentina,513
Ecuador,23
Peru,207
Slovenia,760
China,285
United Arab Emirates,165
Iceland,205
Norway,21
Belgium,335
Denmark,215
San Marino,19
Switzerland,216
Thailand,125
South Korea,218
Japan,1078
Canada,861
Moldova,319
Philippines,8
Austria,79
Macedonia,154
Vietnam,726
Germany,10
Belarus,459
The Netherlands,906
Greece,196
Israel,379
Uruguay,185
Colombia,1033
Luxembourg,793
Sweden,0
Russia,175
