Web Search interest: cdec
Worldwide Jan-Feb 2014

Interest over time
Week,cdec
2014-01-05 - 2014-01-11,82
2014-01-12 - 2014-01-18,100
2014-01-19 - 2014-01-25,75
2014-01-26 - 2014-02-01,63
2014-02-02 - 2014-02-08,95
2014-02-09 - 2014-02-15,93
2014-02-16 - 2014-02-22,77
2014-02-23 - 2014-03-01,78









