Web Search interest: smite wiki
Worldwide Mar-Apr 2015

Interest over time
Week,smite wiki
2015-03-01 - 2015-03-07,75
2015-03-08 - 2015-03-14,96
2015-03-15 - 2015-03-21,100
2015-03-22 - 2015-03-28,97
2015-03-29 - 2015-04-04,79
2015-04-05 - 2015-04-11,97
2015-04-12 - 2015-04-18,75
2015-04-19 - 2015-04-25,85
2015-04-26 - 2015-05-02,92









