Web Search interest: smite wiki
Worldwide Nov-Dec 2014

Interest over time
Week,smite wiki
2014-11-02 - 2014-11-08,94
2014-11-09 - 2014-11-15,100
2014-11-16 - 2014-11-22,90
2014-11-23 - 2014-11-29,78
2014-11-30 - 2014-12-06,72
2014-12-07 - 2014-12-13,83
2014-12-14 - 2014-12-20,90
2014-12-21 - 2014-12-27,86
2014-12-28 - 2015-01-03,82









