Web Search interest: smite wiki
Worldwide Jul-Aug 2015

Interest over time
Week,smite wiki
2015-07-05 - 2015-07-11,69
2015-07-12 - 2015-07-18,86
2015-07-19 - 2015-07-25,100
2015-07-26 - 2015-08-01,99
2015-08-02 - 2015-08-08,86
2015-08-09 - 2015-08-15,83
2015-08-16 - 2015-08-22,80
2015-08-23 - 2015-08-29,69
2015-08-30 - 2015-09-05,71









