Web Search interest: natus vincere
Worldwide Jan-Feb 2014

Interest over time
Week,natus vincere
2014-01-05 - 2014-01-11,55
2014-01-12 - 2014-01-18,63
2014-01-19 - 2014-01-25,100
2014-01-26 - 2014-02-01,57
2014-02-02 - 2014-02-08,53
2014-02-09 - 2014-02-15,58
2014-02-16 - 2014-02-22,73
2014-02-23 - 2014-03-01,69









