New Zealand,0
Thailand,146
Slovakia,1305
Spain,369
Canada,361
Finland,99
Mexico,477
Argentina,590
Lithuania,631
Chile,167
Bolivia,144
Bulgaria,305
Germany,1434
Slovenia,157
Venezuela,8
United States,1441
Belgium,608
Ireland,986
Portugal,236
Austria,607
Georgia,1159
Peru,689
Hungary,268
Malta,361
Italy,317
Paraguay,958
China,578
Colombia,388
Romania,178
Russia,122
Australia,770
Japan,622
Guayana,941
Latvia,1938
Denmark,435
France,247
Ukraine,0
Ecuador,52
