Web Search interest: smite youtube
Worldwide Sep-Oct 2014

Interest over time
Week,smite youtube
2014-09-07 - 2014-09-13,80
2014-09-14 - 2014-09-20,71
2014-09-21 - 2014-09-27,77
2014-09-28 - 2014-10-04,84
2014-10-05 - 2014-10-11,94
2014-10-12 - 2014-10-18,84
2014-10-19 - 2014-10-25,78
2014-10-26 - 2014-11-01,100









