Web Search interest: smite online
Worldwide Nov-Dec 2014

Interest over time
Week,smite online
2014-11-02 - 2014-11-08,72
2014-11-09 - 2014-11-15,68
2014-11-16 - 2014-11-22,72
2014-11-23 - 2014-11-29,69
2014-11-30 - 2014-12-06,57
2014-12-07 - 2014-12-13,74
2014-12-14 - 2014-12-20,80
2014-12-21 - 2014-12-27,100
2014-12-28 - 2015-01-03,87









