Web Search interest: smite online
Worldwide Sep-Oct 2014

Interest over time
Week,smite online
2014-09-07 - 2014-09-13,70
2014-09-14 - 2014-09-20,81
2014-09-21 - 2014-09-27,89
2014-09-28 - 2014-10-04,86
2014-10-05 - 2014-10-11,100
2014-10-12 - 2014-10-18,83
2014-10-19 - 2014-10-25,75
2014-10-26 - 2014-11-01,97









