Web Search interest: dota2wiki
Worldwide May-Jun 2015

Interest over time
Week,dota2wiki
2015-05-03 - 2015-05-09,80
2015-05-10 - 2015-05-16,73
2015-05-17 - 2015-05-23,81
2015-05-24 - 2015-05-30,72
2015-05-31 - 2015-06-06,66
2015-06-07 - 2015-06-13,92
2015-06-14 - 2015-06-20,94
2015-06-21 - 2015-06-27,97
2015-06-28 - 2015-07-04,100









