Web Search interest: vici gaming
Worldwide Sep-Oct 2014

Interest over time
Week,vici gaming
2014-09-07 - 2014-09-13,29
2014-09-14 - 2014-09-20,44
2014-09-21 - 2014-09-27,30
2014-09-28 - 2014-10-04,44
2014-10-05 - 2014-10-11,100
2014-10-12 - 2014-10-18,62
2014-10-19 - 2014-10-25,59
2014-10-26 - 2014-11-01,24









