Web Search interest: vici gaming
Worldwide Nov-Dec 2015

Interest over time
Week,vici gaming
2015-11-01 - 2015-11-07,79
2015-11-08 - 2015-11-14,51
2015-11-15 - 2015-11-21,100
2015-11-22 - 2015-11-28,46
2015-11-29 - 2015-12-05,46
2015-12-06 - 2015-12-12,59
2015-12-13 - 2015-12-19,43
2015-12-20 - 2015-12-26,0









