Web Search interest: vici gaming
Worldwide Nov-Dec 2015

Interest over time
Week,vici gaming
2015-11-01 - 2015-11-07,71
2015-11-08 - 2015-11-14,45
2015-11-15 - 2015-11-21,100
2015-11-22 - 2015-11-28,44
2015-11-29 - 2015-12-05,44
2015-12-06 - 2015-12-12,53
2015-12-13 - 2015-12-19,36
2015-12-20 - 2015-12-26,0









