Web Search interest: smite gods
Worldwide Nov-Dec 2014

Interest over time
Week,smite gods
2014-11-02 - 2014-11-08,87
2014-11-09 - 2014-11-15,70
2014-11-16 - 2014-11-22,76
2014-11-23 - 2014-11-29,74
2014-11-30 - 2014-12-06,63
2014-12-07 - 2014-12-13,56
2014-12-14 - 2014-12-20,81
2014-12-21 - 2014-12-27,100
2014-12-28 - 2015-01-03,91









