Web Search interest: hots
Worldwide Mar-Apr 2009

Interest over time
Day,hots
2009-03-01,66
2009-03-02,69
2009-03-03,59
2009-03-04,66
2009-03-05,64
2009-03-06,50
2009-03-07,72
2009-03-08,53
2009-03-09,53
2009-03-10,61
2009-03-11,52
2009-03-12,48
2009-03-13,70
2009-03-14,56
2009-03-15,56
2009-03-16,53
2009-03-17,48
2009-03-18,48
2009-03-19,50
2009-03-20,51
2009-03-21,56
2009-03-22,68
2009-03-23,44
2009-03-24,52
2009-03-25,43
2009-03-26,55
2009-03-27,63
2009-03-28,74
2009-03-29,60
2009-03-30,61
2009-03-31,62
2009-04-01,57
2009-04-02,52
2009-04-03,58
2009-04-04,58
2009-04-05,65
2009-04-06,54
2009-04-07,51
2009-04-08,45
2009-04-09,54
2009-04-10,65
2009-04-11,57
2009-04-12,57
2009-04-13,57
2009-04-14,60
2009-04-15,65
2009-04-16,46
2009-04-17,61
2009-04-18,74
2009-04-19,76
2009-04-20,56
2009-04-21,65
2009-04-22,56
2009-04-23,44
2009-04-24,44
2009-04-25,100
2009-04-26,52
2009-04-27,45
2009-04-28,54
2009-04-29,58
2009-04-30,77









