Web Search interest: hots
Worldwide Sep-Oct 2014

Interest over time
Day,hots
2014-09-01,78
2014-09-02,75
2014-09-03,77
2014-09-04,72
2014-09-05,74
2014-09-06,92
2014-09-07,87
2014-09-08,75
2014-09-09,72
2014-09-10,76
2014-09-11,81
2014-09-12,82
2014-09-13,80
2014-09-14,86
2014-09-15,72
2014-09-16,67
2014-09-17,67
2014-09-18,71
2014-09-19,77
2014-09-20,94
2014-09-21,84
2014-09-22,81
2014-09-23,68
2014-09-24,65
2014-09-25,58
2014-09-26,72
2014-09-27,84
2014-09-28,79
2014-09-29,65
2014-09-30,67
2014-10-01,65
2014-10-02,69
2014-10-03,73
2014-10-04,78
2014-10-05,74
2014-10-06,70
2014-10-07,71
2014-10-08,75
2014-10-09,82
2014-10-10,85
2014-10-11,86
2014-10-12,89
2014-10-13,72
2014-10-14,76
2014-10-15,82
2014-10-16,78
2014-10-17,86
2014-10-18,100
2014-10-19,84
2014-10-20,80
2014-10-21,77
2014-10-22,76
2014-10-23,79
2014-10-24,80
2014-10-25,93
2014-10-26,90
2014-10-27,74
2014-10-28,79
2014-10-29,86
2014-10-30,87
2014-10-31,97


Top regions for hots
Region,hots
Indonesia,100
India,38
United States,16


Top cities for hots
Town/City,hots
Medan (Indonesia),100
Jakarta (Indonesia),79
Mumbai (India),39
Buenos Aires (Argentina),36
Sucre (Bolivia),35
New Delhi (India),31



Top searches for hots
red hots,100
video hots,95
foto hots,60
hots girls,55
videos hots,55
cerita hots,35
hots questions,25



Rising searches for hots
hots questions,+40%



