Montenegro,0
United States,150
United Arab Emirates,48
Bulgaria,43
Australia,266
Canada,21
Thailand,138
Poland,20
Belgium,262
Indonesia,120
Philippines,212
Hungary,33
San Marino,154
Latvia,215
Macedonia,363
India,658
Peru,87
Venezuela,229
South Korea,823
New Zealand,176
Vietnam,217
Mexico,171
Slovakia,348
China,541
Ireland,54
Uruguay,1675
Romania,266
Georgia,233
Finland,116
Turkey,148
Paraguay,45
France,45
Bolivia,627
Russia,84
Ecuador,120
Croatia,148
Chile,199
Colombia,362
Brasil,253
Germany,0
Japan,592
