United States,0
Ireland,320
Ukraine,471
Macedonia,0
Sweden,205
Mexico,49
Canada,756
Belarus,158
Iceland,70
Venezuela,19
Austria,184
Bolivia,716
New Zealand,992
Moldova,289
Bulgaria,88
Australia,180
Norway,59
Philippines,612
Poland,0
Slovenia,13
Brasil,308
Peru,148
United Kingdom,207
France,216
Finland,51
Latvia,271
Romania,2
Italy,194
Chile,30
Georgia,75
Japan,424
Luxembourg,398
China,456
Spain,151
United Arab Emirates,196
Montenegro,892
Denmark,525
South Korea,19
The Netherlands,131
Israel,101
Croatia,0
Vietnam,89
